CustomerID,Recency,Frequency,Monetary,AvgOrderValue,TotalItems,DistinctProducts,TenureDays,AvgItemsPerOrder,is_suspicious,R_score,F_score,M_score,RFM_Score,RFM_Total,Segment,anomaly_score,is_anomaly,anomaly_severity,primary_anomaly_feature,anomaly_type
13726.0,39,2,1079.66,25.70619047619047,1054,39,101,527.0,0,3,2,4,324,9,Potential Loyalist,0.04170665,0,Normal,AvgOrderValue,Normal
13727.0,29,2,333.48,16.674,162,19,34,81.0,0,4,2,2,422,8,New Customer,0.0038375277,0,Normal,AvgItemsPerOrder,Normal
13728.0,37,6,1016.14,16.12920634920635,458,38,311,76.33333333333333,0,3,4,4,344,11,Loyal Customer,0.0086743655,0,Normal,AvgItemsPerOrder,Normal
13730.0,136,2,752.6,17.50232558139535,488,38,162,244.0,0,2,2,3,223,7,Needs Attention,0.013319939,0,Normal,AvgItemsPerOrder,Normal
13731.0,219,2,610.59,16.068157894736842,278,36,247,139.0,0,1,2,3,123,6,Needs Attention,0.0076028784,0,Normal,AvgOrderValue,Normal
13732.0,28,1,491.86,14.904848484848486,498,33,28,498.0,0,4,1,3,413,8,Promising,0.005099042,0,Normal,AvgItemsPerOrder,Normal
13735.0,25,8,2766.18,13.298942307692307,1083,161,235,135.375,0,4,5,5,455,14,Champion,0.009778518,0,Normal,AvgItemsPerOrder,Normal
13736.0,5,3,724.0,3.731958762886598,493,167,260,164.33333333333334,0,5,3,3,533,11,Potential Loyalist,0.058080696,0,Normal,Frequency,Normal
13737.0,200,1,339.6,11.32,125,29,200,125.0,0,1,1,2,112,4,Lost Customers,0.00315722,0,Normal,AvgOrderValue,Normal
13739.0,18,1,216.9,72.3,54,3,18,54.0,0,4,1,1,411,6,New Customer,0.03259103,0,Normal,AvgOrderValue,Normal
13740.0,241,1,350.75,15.25,425,23,241,425.0,0,1,1,2,112,4,Lost Customers,0.08674848,0,Normal,AvgItemsPerOrder,Normal
13741.0,72,4,666.33,19.038,217,34,217,54.25,0,2,4,3,243,9,At Risk,0.011777677,0,Normal,AvgItemsPerOrder,Normal
13742.0,17,14,3102.42,9.605015479876162,1116,200,320,79.71428571428571,0,4,5,5,455,14,Champion,0.045154475,0,Normal,Frequency,Normal
13743.0,3,8,1340.15,31.90833333333333,1775,8,259,221.875,0,5,5,4,554,14,Champion,0.062695295,0,Normal,Frequency,Normal
13744.0,95,2,1156.36,16.060555555555553,1249,54,292,624.5,0,2,2,4,224,8,Needs Attention,0.3687611,1,Suspicious,AvgItemsPerOrder,Bulk Buyer / Reseller
13745.0,151,2,291.54,11.213076923076924,486,25,162,243.0,0,2,2,2,222,6,Lost Customers,0.012017025,0,Normal,AvgItemsPerOrder,Normal
13747.0,374,1,79.6,79.6,8,1,374,8.0,0,1,1,1,111,3,Lost Customers,0.05378813,0,Normal,AvgOrderValue,Normal
13748.0,96,5,948.25,33.86607142857143,439,24,374,87.8,0,2,4,4,244,10,At Risk,0.014413868,0,Normal,AvgItemsPerOrder,Normal
13750.0,54,5,1647.26,68.63583333333334,516,20,337,103.2,0,3,4,4,344,11,Loyal Customer,0.018285532,0,Normal,AvgOrderValue,Normal
13751.0,288,1,296.25,32.916666666666664,152,9,288,152.0,0,1,1,2,112,4,Lost Customers,0.0056740856,0,Normal,DistinctProducts,Normal
13752.0,124,6,1186.28,15.608947368421052,876,64,247,146.0,0,2,4,4,244,10,At Risk,0.036481988,0,Normal,DistinctProducts,Normal
13753.0,288,1,741.26,21.178857142857144,512,35,288,512.0,0,1,1,3,113,5,Needs Attention,0.12979166,0,Normal,AvgItemsPerOrder,Normal
13754.0,152,2,282.6,23.55,214,11,317,107.0,0,2,2,2,222,6,Lost Customers,0.028493311,0,Normal,DistinctProducts,Normal
13755.0,4,10,2154.68,6.281865889212828,1241,232,63,124.1,0,5,5,5,555,15,Champion,0.2801004,1,Suspicious,TenureDays,Erratic Behavior
13756.0,2,15,5145.12,35.979860139860136,3164,66,368,210.9333333333333,0,5,5,5,555,15,Champion,0.09659849,0,Normal,Frequency,Normal
13758.0,12,7,3190.55,27.26965811965812,1844,104,374,263.42857142857144,0,4,5,5,455,14,Champion,0.024839656,0,Normal,AvgItemsPerOrder,Normal
13759.0,33,2,659.4100000000001,26.376400000000004,287,24,71,143.5,0,3,2,3,323,8,Potential Loyalist,0.0014158702,0,Normal,Recency,Normal
13760.0,54,2,286.79,5.03140350877193,197,50,256,98.5,0,3,2,2,322,7,About to sleep,0.020352066,0,Normal,Frequency,Normal
13761.0,50,2,1070.65,15.295000000000002,642,68,180,321.0,0,3,2,4,324,9,Potential Loyalist,0.05333241,0,Normal,AvgItemsPerOrder,Normal
13763.0,63,3,1689.46,99.38,725,17,171,241.66666666666663,0,3,3,4,334,10,Potential Loyalist,0.06391741,0,Normal,AvgOrderValue,Normal
13764.0,71,3,1521.76,7.3161538461538465,932,183,337,310.6666666666667,0,3,3,4,334,10,Potential Loyalist,0.0993717,0,Normal,Frequency,Normal
13767.0,2,52,16945.71,42.47045112781954,7258,55,374,139.57692307692307,0,5,5,5,555,15,Champion,1.0404752,1,High Risk,Frequency,Erratic Behavior
13769.0,2,16,2771.87,19.383706293706293,1152,73,367,72.0,0,5,5,5,555,15,Champion,0.05394297,0,Normal,DistinctProducts,Normal
13771.0,64,5,2631.7,21.93083333333333,1476,114,247,295.2,0,3,4,5,345,12,Loyal Customer,0.04100136,0,Normal,Recency,Normal
13772.0,34,3,1132.13,6.396214689265538,546,141,240,182.0,0,3,3,4,334,10,Potential Loyalist,0.037162364,0,Normal,Frequency,Normal
13774.0,82,1,345.0,15.681818181818182,192,22,82,192.0,0,2,1,2,212,5,Lost Customers,0.005610782,0,Normal,AvgItemsPerOrder,Normal
13777.0,1,41,25748.35,117.57237442922376,12804,40,373,312.2926829268293,0,5,5,5,555,15,Champion,0.5651902,1,Suspicious,Frequency,Erratic Behavior
13778.0,103,1,178.7,19.855555555555554,70,9,103,70.0,0,2,1,1,211,4,Lost Customers,0.0025747058,0,Normal,AvgItemsPerOrder,Normal
13780.0,7,2,360.01,6.315964912280702,318,56,171,159.0,0,5,2,2,522,9,New Customer,0.016434923,0,Normal,Frequency,Normal
13781.0,251,1,127.84,7.52,30,17,251,30.0,0,1,1,1,111,3,Lost Customers,0.0077169477,0,Normal,AvgItemsPerOrder,Normal
13782.0,13,6,912.0,7.930434782608696,371,96,328,61.833333333333336,0,4,4,4,444,12,Champion,0.026172929,0,Normal,AvgItemsPerOrder,Normal
13784.0,10,11,2462.79,79.44483870967741,2493,9,332,226.63636363636363,0,5,5,5,555,15,Champion,0.12071474,0,Normal,Frequency,Normal
13786.0,367,1,230.4,32.91428571428571,136,7,367,136.0,0,1,1,1,111,3,Lost Customers,0.007296119,0,Normal,DistinctProducts,Normal
13787.0,76,2,309.04,9.969032258064518,337,24,364,168.5,0,2,2,2,222,6,Lost Customers,0.026497206,0,Normal,Frequency,Normal
13790.0,4,1,348.8,7.751111111111111,748,45,4,748.0,0,5,1,2,512,8,New Customer,0.047835577,0,Normal,AvgItemsPerOrder,Normal
13791.0,43,3,1047.68,61.62823529411765,828,7,168,276.0,0,3,3,4,334,10,Potential Loyalist,0.042083077,0,Normal,AvgItemsPerOrder,Normal
13792.0,66,2,195.55,15.042307692307691,92,13,287,46.0,0,3,2,1,321,6,About to sleep,0.03622969,0,Normal,AvgItemsPerOrder,Normal
13798.0,1,63,36351.42,82.8050569476082,23514,115,372,373.2380952380952,0,5,5,5,555,15,Champion,1.1008805,1,High Risk,Frequency,Erratic Behavior
13799.0,117,2,688.86,17.663076923076922,402,32,294,201.0,0,2,2,3,223,7,Needs Attention,0.009224138,0,Normal,Frequency,Normal
13800.0,310,1,558.32,16.91878787878788,331,33,310,331.0,0,1,1,3,113,5,Needs Attention,0.036418963,0,Normal,AvgItemsPerOrder,Normal
13801.0,67,1,324.8,14.121739130434785,168,23,67,168.0,0,3,1,2,312,6,About to sleep,0.0034439024,0,Normal,AvgItemsPerOrder,Normal
13802.0,138,6,3906.27,59.18590909090909,2281,57,361,380.1666666666667,0,2,4,5,245,11,At Risk,0.105813906,0,Normal,AvgItemsPerOrder,Normal
13803.0,255,1,277.07,16.298235294117646,121,17,255,121.0,0,1,1,2,112,4,Lost Customers,0.00041585095,0,Normal,TenureDays,Normal
13804.0,31,7,2635.79,19.23934306569343,1498,124,290,214.0,0,4,5,5,455,14,Champion,0.004411779,0,Normal,TotalItems,Normal
13805.0,52,2,924.6,71.12307692307692,1900,10,129,950.0,0,3,2,4,324,9,Potential Loyalist,0.040155213,0,Normal,DistinctProducts,Normal
13806.0,64,1,256.38,25.638,56,10,64,56.0,0,3,1,2,312,6,About to sleep,0.0048510777,0,Normal,AvgItemsPerOrder,Normal
13807.0,367,1,112.6,16.085714285714285,36,7,367,36.0,0,1,1,1,111,3,Lost Customers,0.008794675,0,Normal,AvgItemsPerOrder,Normal
13808.0,6,5,1747.66,22.99552631578948,782,70,97,156.4,0,5,4,4,544,13,Champion,0.0099919755,0,Normal,Recency,Normal
13809.0,305,1,155.05,12.920833333333334,29,11,305,29.0,0,1,1,1,111,3,Lost Customers,0.007906021,0,Normal,AvgItemsPerOrder,Normal
13810.0,29,4,899.51,24.98638888888889,311,32,56,77.75,0,4,4,3,443,11,Loyal Customer,0.009795225,0,Normal,AvgItemsPerOrder,Normal
13811.0,184,4,591.75,42.267857142857146,67,7,239,16.75,0,1,4,3,143,8,At Risk,0.050334323,0,Normal,AvgItemsPerOrder,Normal
13812.0,42,3,539.0,14.97222222222222,333,33,105,111.0,0,3,3,3,333,9,Potential Loyalist,0.0042870464,0,Normal,DistinctProducts,Normal
13813.0,40,5,1353.41,19.06211267605634,550,54,135,110.0,0,3,4,4,344,11,Loyal Customer,0.007997564,0,Normal,AvgItemsPerOrder,Normal
13814.0,56,3,1562.12,26.933103448275865,862,37,137,287.3333333333333,0,3,3,4,334,10,Potential Loyalist,0.04194147,0,Normal,AvgItemsPerOrder,Normal
13815.0,22,5,4014.91,22.683107344632766,2557,132,319,511.4,0,4,4,5,445,13,Champion,0.08552016,0,Normal,AvgItemsPerOrder,Normal
13816.0,24,4,555.04,16.819393939393937,260,27,64,65.0,0,4,4,3,443,11,Loyal Customer,0.010836632,0,Normal,AvgItemsPerOrder,Normal
13817.0,29,2,382.98,15.9575,211,20,352,105.5,0,4,2,2,422,8,New Customer,0.032058023,0,Normal,Frequency,Normal
13819.0,302,3,1140.35,31.676388888888887,1109,26,320,369.6666666666667,0,1,3,4,134,8,At Risk,0.043427724,0,Normal,AvgItemsPerOrder,Normal
13821.0,145,2,385.64,6.536271186440678,153,51,262,76.5,0,2,2,2,222,6,Lost Customers,0.023973977,0,Normal,AvgItemsPerOrder,Normal
13822.0,6,2,632.0,6.583333333333333,611,90,40,305.5,0,5,2,3,523,10,Potential Loyalist,0.028438115,0,Normal,TenureDays,Normal
13823.0,19,2,957.66,23.9415,439,39,92,219.5,0,4,2,4,424,10,Potential Loyalist,0.009755196,0,Normal,AvgItemsPerOrder,Normal
13824.0,33,5,1698.94,36.93347826086956,768,34,310,153.6,0,3,4,4,344,11,Loyal Customer,0.0026128013,0,Normal,DistinctProducts,Normal
13826.0,158,2,174.65,14.554166666666667,80,11,176,40.0,0,2,2,1,221,5,Lost Customers,0.01652582,0,Normal,AvgItemsPerOrder,Normal
13827.0,58,3,412.05,4.430645161290323,141,83,143,47.0,0,3,3,2,332,8,Needs Attention,0.07375669,0,Normal,DistinctProducts,Normal
13828.0,22,1,209.49,13.966,311,15,22,311.0,0,4,1,1,411,6,New Customer,0.010332173,0,Normal,DistinctProducts,Normal
13829.0,359,1,-102.0,-102.0,-12,1,359,-12.0,0,1,1,1,111,3,Lost Customers,0.07147597,0,Normal,AvgOrderValue,Normal
13831.0,16,6,2202.99,29.77013513513513,745,58,370,124.16666666666669,0,4,4,5,445,13,Champion,0.007564957,0,Normal,Recency,Normal
13832.0,18,2,40.95,10.2375,25,3,19,12.5,0,4,2,1,421,7,New Customer,0.0105955135,0,Normal,AvgItemsPerOrder,Normal
13833.0,159,1,384.8,13.26896551724138,118,28,159,118.0,0,2,1,2,212,5,Lost Customers,0.0030768346,0,Normal,DistinctProducts,Normal
13835.0,25,4,834.57,15.174,442,48,215,110.5,0,4,4,3,443,11,Loyal Customer,0.0048487596,0,Normal,AvgItemsPerOrder,Normal
13837.0,212,2,271.24,14.275789473684211,183,17,318,91.5,0,1,2,2,122,5,Lost Customers,0.0327576,0,Normal,AvgItemsPerOrder,Normal
13838.0,6,4,691.73,3.975459770114943,263,144,370,65.75,0,5,4,3,543,12,Loyal Customer,0.07348317,0,Normal,Frequency,Normal
13841.0,253,1,85.0,85.0,100,1,253,100.0,0,1,1,1,111,3,Lost Customers,0.040017877,0,Normal,AvgOrderValue,Normal
13842.0,59,9,3385.62,16.43504854368932,1768,155,367,196.44444444444449,0,3,5,5,355,13,Loyal Customer,0.022173626,0,Normal,Recency,Normal
13844.0,11,1,361.62,18.081,196,20,11,196.0,0,5,1,2,512,8,New Customer,0.007979394,0,Normal,DistinctProducts,Normal
13845.0,65,1,312.98,34.77555555555556,182,9,65,182.0,0,3,1,2,312,6,About to sleep,0.0073331515,0,Normal,AvgItemsPerOrder,Normal
13846.0,25,4,847.61,14.61396551724138,383,56,360,95.75,0,4,4,3,443,11,Loyal Customer,0.015693735,0,Normal,Frequency,Normal
13848.0,92,3,1255.0,251.0,3700,3,366,1233.3333333333333,0,2,3,4,234,9,At Risk,0.34276018,1,Suspicious,TenureDays,Bulk Buyer / Reseller
13849.0,52,2,1537.95,15.22722772277228,1016,97,171,508.0,0,3,2,4,324,9,Potential Loyalist,0.052083697,0,Normal,AvgOrderValue,Normal
13850.0,88,2,1586.81,16.88095744680851,941,93,129,470.5,0,2,2,4,224,8,Needs Attention,0.07265889,0,Normal,AvgOrderValue,Normal
13851.0,96,3,2651.46,32.73407407407407,1705,77,288,568.3333333333334,0,2,3,5,235,10,At Risk,0.30395132,1,Suspicious,AvgItemsPerOrder,Bulk Buyer / Reseller
13853.0,9,2,1056.94,44.03916666666667,304,23,57,152.0,0,5,2,4,524,11,Potential Loyalist,0.03283464,0,Normal,AvgOrderValue,Normal
13854.0,9,29,8025.019999999999,70.39491228070175,2278,39,366,78.55172413793103,0,5,5,5,555,15,Champion,0.67404056,1,Suspicious,Frequency,Erratic Behavior
13856.0,169,5,363.4,21.376470588235293,484,10,203,96.8,0,2,4,2,242,8,Needs Attention,0.028635781,0,Normal,Frequency,Normal
13858.0,57,1,216.17,19.651818181818182,75,11,57,75.0,0,3,1,1,311,5,About to sleep,0.00207389,0,Normal,AvgItemsPerOrder,Normal
13859.0,326,1,201.16,7.184285714285714,129,27,326,129.0,0,1,1,1,111,3,Lost Customers,0.0024262036,0,Normal,AvgOrderValue,Normal
13860.0,1,6,1240.0,16.103896103896105,589,58,87,98.16666666666669,0,5,4,4,544,13,Champion,0.02048109,0,Normal,Frequency,Normal
13862.0,18,10,2187.31,15.403591549295774,1682,97,332,168.2,0,4,5,5,455,14,Champion,0.016395044,0,Normal,Frequency,Normal
13863.0,245,2,299.56,13.616363636363635,219,20,248,109.5,0,1,2,2,122,5,Lost Customers,0.0028274204,0,Normal,AvgOrderValue,Normal
13865.0,58,4,501.56,16.718666666666667,204,26,290,51.0,0,3,4,3,343,10,Loyal Customer,0.015473838,0,Normal,AvgItemsPerOrder,Normal
13866.0,74,1,145.67000000000002,20.81,57,7,74,57.0,0,2,1,1,211,4,Lost Customers,0.003987043,0,Normal,AvgItemsPerOrder,Normal
13867.0,31,3,1015.29,16.644098360655736,513,51,218,171.0,0,4,3,4,434,11,Potential Loyalist,0.006462027,0,Normal,Frequency,Normal
13868.0,7,2,3192.54,96.74363636363636,1964,32,39,982.0,0,5,2,5,525,12,Potential Loyalist,0.1008357,0,Normal,Recency,Normal
13869.0,123,4,3104.95,10.11384364820847,1721,234,357,430.25,0,2,4,5,245,11,At Risk,0.2553866,0,Normal,Recency,Normal
13870.0,2,10,2751.25,23.315677966101696,1320,91,288,132.0,0,5,5,5,555,15,Champion,0.031139012,0,Normal,Frequency,Normal
13871.0,23,14,6389.8,18.90473372781065,2801,155,309,200.07142857142856,0,4,5,5,455,14,Champion,0.08868115,0,Normal,Monetary,Normal
13873.0,120,4,381.7,15.904166666666669,138,21,310,34.5,0,2,4,2,242,8,Needs Attention,0.030080207,0,Normal,AvgItemsPerOrder,Normal
13874.0,358,1,540.45,30.025,180,18,358,180.0,0,1,1,3,113,5,Needs Attention,0.0039135213,0,Normal,AvgItemsPerOrder,Normal
13875.0,54,5,1786.79,17.180673076923078,1316,79,301,263.2,0,3,4,4,344,11,Loyal Customer,0.023980193,0,Normal,AvgItemsPerOrder,Normal
13876.0,64,1,122.7,17.52857142857143,36,7,64,36.0,0,3,1,1,311,5,About to sleep,0.0060847593,0,Normal,AvgItemsPerOrder,Normal
13877.0,86,1,117.24,39.08,108,3,86,108.0,0,2,1,1,211,4,Lost Customers,0.0069495505,0,Normal,AvgOrderValue,Normal
13878.0,55,1,1281.53,35.598055555555554,475,35,55,475.0,0,3,1,4,314,8,About to sleep,0.012627131,0,Normal,AvgOrderValue,Normal
13880.0,21,13,3219.77,19.513757575757577,1842,125,367,141.69230769230768,0,4,5,5,455,14,Champion,0.01062678,0,Normal,DistinctProducts,Normal
13881.0,4,22,16989.52,94.38622222222224,10062,72,312,457.3636363636364,0,5,5,5,555,15,Champion,0.088695,0,Normal,TenureDays,Normal
13882.0,3,6,1131.28,17.14060606060606,950,54,64,158.33333333333334,0,5,4,4,544,13,Champion,0.020533407,0,Normal,Frequency,Normal
13883.0,1,9,2538.75,16.379032258064516,1368,110,326,152.0,0,5,5,5,555,15,Champion,0.015997902,0,Normal,Recency,Normal
13884.0,7,6,781.3000000000001,13.021666666666668,297,45,283,49.5,0,5,4,3,543,12,Loyal Customer,0.021550894,0,Normal,AvgItemsPerOrder,Normal
13885.0,189,2,506.8,18.1,182,28,201,91.0,0,1,2,3,123,6,Needs Attention,0.008957304,0,Normal,AvgItemsPerOrder,Normal
13886.0,71,1,243.56,15.2225,126,16,71,126.0,0,3,1,2,312,6,About to sleep,0.00074537395,0,Normal,Frequency,Normal
13887.0,204,1,349.55,18.39736842105264,147,19,204,147.0,0,1,1,2,112,4,Lost Customers,0.0008441316,0,Normal,AvgItemsPerOrder,Normal
13888.0,120,2,605.63,15.14075,258,38,218,129.0,0,2,2,3,223,7,Needs Attention,0.005448263,0,Normal,AvgOrderValue,Normal
13889.0,93,1,416.9,27.793333333333337,146,15,93,146.0,0,2,1,2,212,5,Lost Customers,0.0016802778,0,Normal,AvgItemsPerOrder,Normal
13890.0,1,14,1860.86,16.323333333333334,826,74,359,59.0,0,5,5,4,554,14,Champion,0.04542863,0,Normal,Frequency,Normal
13892.0,27,4,632.97,23.44333333333333,983,26,247,245.75,0,4,4,3,443,11,Loyal Customer,0.016829574,0,Normal,AvgItemsPerOrder,Normal
13893.0,298,1,821.1,39.1,190,21,298,190.0,0,1,1,3,113,5,Needs Attention,0.004733107,0,Normal,AvgItemsPerOrder,Normal
13894.0,22,5,535.97,17.865666666666666,339,25,310,67.8,0,4,4,3,443,11,Loyal Customer,0.015528237,0,Normal,AvgItemsPerOrder,Normal
13895.0,21,5,2588.12,21.74890756302521,1364,97,165,272.8,0,4,4,5,445,13,Champion,0.017981628,0,Normal,DistinctProducts,Normal
13897.0,50,1,311.16,18.303529411764707,200,17,50,200.0,0,3,1,2,312,6,About to sleep,0.007077281,0,Normal,AvgItemsPerOrder,Normal
13898.0,326,1,155.93,12.994166666666668,133,12,326,133.0,0,1,1,1,111,3,Lost Customers,0.002168771,0,Normal,DistinctProducts,Normal
13899.0,16,2,388.52,20.448421052631577,156,19,275,78.0,0,4,2,2,422,8,New Customer,0.026835758,0,Normal,Frequency,Normal
13900.0,183,3,740.95,17.23139534883721,430,42,263,143.33333333333334,0,1,3,3,133,7,At Risk,0.005704241,0,Normal,AvgOrderValue,Normal
13901.0,72,5,2867.2,19.242953020134227,1739,144,319,347.8,0,2,4,5,245,11,At Risk,0.07049623,0,Normal,AvgItemsPerOrder,Normal
13904.0,37,2,332.64,12.793846153846154,332,24,295,166.0,0,3,2,2,322,7,About to sleep,0.017090145,0,Normal,Frequency,Normal
13908.0,80,5,2347.05,18.62738095238096,1470,104,277,294.0,0,2,4,5,245,11,At Risk,0.06457003,0,Normal,Recency,Normal
13911.0,57,9,2580.91,17.43858108108108,2731,120,308,303.44444444444446,0,3,5,5,355,13,Loyal Customer,0.04560599,0,Normal,TotalItems,Normal
13914.0,4,3,613.95,18.05735294117647,379,28,36,126.33333333333331,0,5,3,3,533,11,Potential Loyalist,0.010543986,0,Normal,Recency,Normal
13917.0,50,2,272.04,15.113333333333337,228,16,192,114.0,0,3,2,2,322,7,About to sleep,0.008193347,0,Normal,DistinctProducts,Normal
13918.0,50,2,1212.84,40.428,1140,30,253,570.0,0,3,2,4,324,9,Potential Loyalist,0.19692418,0,Normal,DistinctProducts,Normal
13919.0,53,3,350.16,10.61090909090909,437,24,122,145.66666666666666,0,3,3,2,332,8,Needs Attention,0.002394782,0,Normal,AvgOrderValue,Normal
13922.0,352,1,172.25,24.607142857142858,93,7,352,93.0,0,1,1,1,111,3,Lost Customers,0.0052075894,0,Normal,DistinctProducts,Normal
13923.0,54,1,351.13,17.5565,185,20,54,185.0,0,3,1,2,312,6,About to sleep,0.004789772,0,Normal,AvgItemsPerOrder,Normal
13924.0,2,11,1682.08,12.277956204379562,1532,91,72,139.27272727272728,0,5,5,4,554,14,Champion,0.08524158,0,Normal,Frequency,Normal
13925.0,36,6,616.65,13.703333333333331,327,28,135,54.5,0,3,4,3,343,10,Loyal Customer,0.023019154,0,Normal,Frequency,Normal
13926.0,23,1,223.85,20.35,104,11,23,104.0,0,4,1,1,411,6,New Customer,0.0009648298,0,Normal,Monetary,Normal
13927.0,75,1,348.99,16.61857142857143,214,21,75,214.0,0,2,1,2,212,5,Lost Customers,0.008918373,0,Normal,AvgItemsPerOrder,Normal
13928.0,11,4,464.57,17.206296296296298,129,23,133,32.25,0,5,4,2,542,11,Loyal Customer,0.019780945,0,Normal,AvgItemsPerOrder,Normal
13929.0,169,3,802.85,80.285,139,8,326,46.333333333333336,0,2,3,3,233,8,At Risk,0.054095753,0,Normal,AvgItemsPerOrder,Normal
13930.0,58,2,337.34,19.843529411764703,274,15,137,137.0,0,3,2,2,322,7,About to sleep,0.0028518704,0,Normal,DistinctProducts,Normal
13931.0,86,3,1230.93,20.86322033898305,721,56,281,240.3333333333333,0,2,3,4,234,9,At Risk,0.024592908,0,Normal,AvgItemsPerOrder,Normal
13932.0,295,1,307.4,19.2125,72,16,295,72.0,0,1,1,2,112,4,Lost Customers,0.0030363433,0,Normal,AvgItemsPerOrder,Normal
13933.0,109,2,608.7900000000001,26.469130434782613,205,23,148,102.5,0,2,2,3,223,7,Needs Attention,0.004013192,0,Normal,AvgItemsPerOrder,Normal
13934.0,264,1,922.1,29.74516129032258,390,31,264,390.0,0,1,1,4,114,6,Needs Attention,0.05718171,0,Normal,AvgItemsPerOrder,Normal
13936.0,171,2,361.28,13.38074074074074,324,26,180,162.0,0,2,2,2,222,6,Lost Customers,0.003859667,0,Normal,AvgOrderValue,Normal
13937.0,169,1,158.85,17.65,123,9,169,123.0,0,2,1,1,211,4,Lost Customers,0.0014233864,0,Normal,DistinctProducts,Normal
13938.0,35,1,71.66,10.237142857142857,70,7,35,70.0,0,3,1,1,311,5,About to sleep,0.0016395499,0,Normal,AvgItemsPerOrder,Normal
13939.0,23,4,556.75,12.103260869565217,843,43,312,210.75,0,4,4,3,443,11,Loyal Customer,0.013491424,0,Normal,AvgItemsPerOrder,Normal
13940.0,17,4,839.14,17.12530612244898,516,39,144,129.0,0,4,4,3,443,11,Loyal Customer,0.0028402146,0,Normal,Recency,Normal
13941.0,22,7,4912.41,104.51936170212764,2307,24,373,329.57142857142856,0,4,5,5,455,14,Champion,0.67816806,1,Suspicious,DistinctProducts,Erratic Behavior
13946.0,79,3,561.5699999999999,51.05181818181818,443,11,268,147.66666666666666,0,2,3,3,233,8,At Risk,0.013636501,0,Normal,DistinctProducts,Normal
13947.0,65,1,90.6,18.12,44,5,65,44.0,0,3,1,1,311,5,About to sleep,0.0053586233,0,Normal,AvgItemsPerOrder,Normal
13948.0,361,1,102.0,34.0,40,3,361,40.0,0,1,1,1,111,3,Lost Customers,0.014833657,0,Normal,AvgOrderValue,Normal
13949.0,3,6,2427.32,15.170750000000002,2474,124,95,412.3333333333333,0,5,4,5,545,14,Champion,0.06467393,0,Normal,Recency,Normal
13950.0,11,5,728.56,20.237777777777776,321,33,247,64.2,0,5,4,3,543,12,Loyal Customer,0.01404693,0,Normal,AvgItemsPerOrder,Normal
13951.0,176,3,674.45,17.293589743589745,459,38,294,153.0,0,2,3,3,233,8,At Risk,0.0043408936,0,Normal,AvgOrderValue,Normal
13952.0,211,3,3246.091,23.52239855072464,1425,120,239,475.0,0,1,3,5,135,9,At Risk,0.30104733,1,Suspicious,DistinctProducts,Erratic Behavior
13953.0,7,7,3515.68,175.784,2724,8,353,389.1428571428572,0,5,5,5,555,15,Champion,0.19712402,0,Normal,DistinctProducts,Normal
13954.0,2,3,378.59,12.619666666666664,141,24,71,47.0,0,5,3,2,532,10,Needs Attention,0.018495394,0,Normal,AvgItemsPerOrder,Normal
13955.0,154,2,322.96,9.786666666666664,154,33,306,77.0,0,2,2,2,222,6,Lost Customers,0.023103628,0,Normal,AvgItemsPerOrder,Normal
13956.0,5,5,1026.42,6.752763157894737,491,123,271,98.2,0,5,4,4,544,13,Champion,0.027991097,0,Normal,AvgItemsPerOrder,Normal
13958.0,372,1,-102.45,-20.49,-23,5,372,-23.0,0,1,1,1,111,3,Lost Customers,0.018999886,0,Normal,AvgItemsPerOrder,Normal
13959.0,79,3,598.2,6.502173913043479,357,79,362,119.0,0,2,3,3,233,8,At Risk,0.042912237,0,Normal,Frequency,Normal
13960.0,21,2,230.22,19.185,142,11,72,71.0,0,4,2,1,421,7,New Customer,0.0074521136,0,Normal,AvgItemsPerOrder,Normal
13962.0,22,2,169.55,15.413636363636364,87,11,246,43.5,0,4,2,1,421,7,New Customer,0.034503642,0,Normal,AvgItemsPerOrder,Normal
13963.0,308,4,664.54,18.986857142857144,460,35,368,115.0,0,1,4,3,143,8,At Risk,0.020573115,0,Normal,AvgItemsPerOrder,Normal
13967.0,146,1,80.7,40.35,42,2,146,42.0,0,2,1,1,211,4,Lost Customers,0.013728429,0,Normal,AvgOrderValue,Normal
13969.0,7,20,8986.69,14.19698262243286,4483,334,365,224.15,0,5,5,5,555,15,Champion,0.09689997,0,Normal,Frequency,Normal
13971.0,9,11,2702.2200000000003,17.102658227848103,1818,118,286,165.27272727272728,0,5,5,5,555,15,Champion,0.028962944,0,Normal,Frequency,Normal
13972.0,71,2,190.25,12.683333333333334,187,15,202,93.5,0,3,2,1,321,6,About to sleep,0.01309351,0,Normal,AvgItemsPerOrder,Normal
13973.0,287,1,264.7,24.063636363636363,109,11,287,109.0,0,1,1,2,112,4,Lost Customers,0.002281233,0,Normal,DistinctProducts,Normal
13974.0,49,1,413.59,14.77107142857143,249,28,49,249.0,0,3,1,2,312,6,About to sleep,0.02699184,0,Normal,AvgItemsPerOrder,Normal
13975.0,31,7,2503.23,7.362441176470588,1725,240,277,246.42857142857144,0,4,5,5,455,14,Champion,0.021918364,0,Normal,Frequency,Normal
13976.0,207,1,357.98,35.798,154,10,207,154.0,0,1,1,2,112,4,Lost Customers,0.005099148,0,Normal,AvgOrderValue,Normal
13978.0,15,2,196.79,13.119333333333335,315,14,45,157.5,0,4,2,1,421,7,New Customer,0.0076832427,0,Normal,DistinctProducts,Normal
